t,px,qty,sign,mm_involved,mid_mark,spread,maker_age_s,maker_queue_ahead_qty_entry
35.663811,99.8900000000,1,1,1,99.9967546403,0.0200000000,0.025012,3
35.685392,99.8700000000,1,-1,1,99.9938293128,0.0200000000,18.729640,28
35.687053,99.8900000000,1,1,1,99.9864470504,0.0200000000,0.044956,4
35.729649,99.8900000000,1,1,1,99.9914486644,0.0200000000,0.085002,5
35.732702,99.9100000000,1,1,0,99.9911969687,0.0400000000,0.349141,6
35.740757,99.8700000000,1,-1,1,99.9588647376,0.0100000000,18.784718,29
35.756351,99.8800000000,1,1,1,99.9268828683,0.0100000000,0.019048,0
35.758354,99.8800000000,1,1,1,99.9244708457,0.0100000000,0.015835,1
35.767534,99.8700000000,1,-1,1,99.9595801852,0.0100000000,18.809447,31
35.771249,99.8800000000,1,1,1,99.9492445227,0.0100000000,0.020541,2
35.772928,99.8800000000,1,1,1,99.9412620136,0.0100000000,0.021859,3
35.782549,99.8800000000,1,1,1,99.9406864179,0.0100000000,0.029127,4
35.789280,99.8800000000,1,1,1,99.9521263197,0.0100000000,0.035835,5
35.797849,99.8800000000,1,1,1,99.9507084196,0.0100000000,0.042704,6
35.816708,99.8900000000,1,1,1,99.9642284046,0.0200000000,0.079279,0
35.834703,99.8900000000,1,1,1,99.9763689730,0.0200000000,0.095054,1
35.844311,99.8900000000,1,1,1,99.9638919452,0.0200000000,0.101609,2
35.845473,99.8900000000,1,1,1,99.9557634020,0.0200000000,0.006546,1
35.854875,99.8900000000,1,1,1,99.9407552077,0.0200000000,0.010172,1
35.858274,99.9000000000,1,1,1,99.9396941134,0.0300000000,0.022138,0
35.868051,99.9000000000,1,1,1,99.9808232328,0.0300000000,0.031172,1
35.872382,99.8700000000,1,-1,1,99.9926405778,0.0400000000,18.913389,32
35.872731,99.9100000000,1,1,1,99.9946281090,0.0400000000,0.379969,1
35.893494,99.9100000000,1,1,0,99.9955930110,0.0200000000,0.400465,2
35.899563,99.8900000000,1,-1,0,99.9970478179,0.0200000000,0.025306,0
35.909814,99.9100000000,1,1,1,99.9874075483,0.0400000000,0.415936,3
35.915219,99.9100000000,1,1,0,99.9616782391,0.0400000000,0.398088,5
35.917125,99.9100000000,1,1,0,99.9744983683,0.0400000000,0.385729,6
35.924838,99.9100000000,1,1,0,99.9553636598,0.0400000000,0.385882,7
35.933360,99.9100000000,1,1,1,99.9418059158,0.0400000000,0.312099,7
35.966941,99.8800000000,1,1,1,99.9730212840,0.0100000000,0.032103,0
35.967427,99.8800000000,1,1,1,99.9753595791,0.0100000000,0.030606,1
35.997579,99.8800000000,1,1,1,99.9122749797,0.0100000000,0.057529,2
36.000784,99.8800000000,1,1,1,99.9178253662,0.0100000000,0.057424,3
36.004026,99.9100000000,1,1,1,99.9249710800,0.0400000000,0.379650,8
36.004138,99.9100000000,1,1,1,99.9215955182,0.0400000000,0.169148,8
36.008186,99.9200000000,1,1,1,99.9291257796,0.0500000000,1.445877,0
36.027991,99.9000000000,1,-1,0,99.9249488629,0.0200000000,0.000582,0
36.029573,99.9200000000,1,1,0,99.9314150528,0.0500000000,1.080349,2
36.036229,99.9200000000,1,1,0,99.9151628283,0.0500000000,0.953478,3
36.042223,99.9100000000,1,1,1,99.9467541913,0.0400000000,0.004815,0
36.042618,99.9200000000,1,1,0,99.9426427767,0.0500000000,0.955822,4
36.053973,99.9200000000,1,1,0,99.9466585681,0.0300000000,0.928054,5
36.058675,99.8900000000,1,-1,0,99.9516501224,0.0300000000,0.008897,0
36.071693,99.9200000000,1,1,0,99.9635198232,0.0500000000,0.935901,6
36.081247,99.9200000000,1,1,0,99.9647557168,0.0500000000,0.669132,7
36.085382,99.9200000000,1,1,0,99.9714703875,0.0500000000,0.523229,7
36.091067,99.8700000000,1,-1,1,99.9975904435,0.0500000000,10.665046,26
36.101023,99.8700000000,1,-1,1,99.9716949099,0.0500000000,9.613825,29
36.107010,99.9200000000,1,1,0,99.9597389617,0.0500000000,0.538953,8
36.115036,99.9100000000,1,-1,0,99.9828676132,0.0200000000,0.007272,0
36.115975,99.9300000000,1,1,0,99.9788193677,0.0400000000,1.555052,2
36.123392,99.9300000000,1,1,0,99.9629937452,0.0400000000,1.363429,3
36.147241,99.8900000000,1,-1,0,99.8694942453,0.0100000000,0.036111,0
36.153858,99.8700000000,1,-1,1,99.8739440800,0.0300000000,9.664309,30
36.170695,99.8700000000,1,-1,1,99.8593583600,0.0300000000,7.292089,45
36.173822,99.8700000000,1,-1,1,99.8531206193,0.0300000000,7.268947,45
36.175612,99.8700000000,1,-1,1,99.8506530057,0.0300000000,5.027285,33
36.180854,99.8700000000,1,-1,1,99.8760415583,0.0200000000,4.922800,34
36.196344,99.8700000000,1,-1,1,99.8745053349,0.0200000000,4.936009,35
36.198223,99.8700000000,1,-1,1,99.8755873984,0.0200000000,2.840681,34
36.258284,99.8600000000,1,-1,1,99.8667796758,0.0100000000,31.690565,1
36.265800,99.8600000000,1,-1,1,99.8744204917,0.0100000000,31.695142,3
36.310048,99.8600000000,1,-1,1,99.8249934941,0.0100000000,31.737751,4
36.311693,99.8600000000,1,-1,1,99.8400440056,0.0100000000,30.764535,12
36.319843,99.8600000000,1,-1,1,99.8247136935,0.0100000000,30.757374,13
36.352083,99.8700000000,1,1,1,99.8333061615,0.0100000000,0.096624,0
36.353257,99.8700000000,1,1,1,99.8222842912,0.0100000000,0.085018,1
36.365181,99.8700000000,1,1,1,99.8254369730,0.0100000000,0.094657,2
36.372974,99.8700000000,1,1,1,99.8278725046,0.0100000000,0.092099,3
36.375819,99.8700000000,1,1,1,99.8237048966,0.0100000000,0.094802,4
36.393049,99.8700000000,1,1,0,99.8392034629,0.0100000000,0.067329,5
36.406132,99.8700000000,1,1,0,99.8783737532,0.0100000000,0.054086,6
36.406309,99.8900000000,1,1,0,99.8799292726,0.0300000000,0.225625,0
36.407679,99.9000000000,1,1,1,99.8747355648,0.0400000000,0.274287,0
36.414803,99.9000000000,1,1,0,99.8871997457,0.0400000000,0.040842,1
36.415064,99.9100000000,1,1,0,99.8847129254,0.0500000000,0.159022,0
36.418378,99.9200000000,1,1,0,99.8882485442,0.0600000000,0.275328,0
36.422096,99.9200000000,1,1,0,99.8864476418,0.0600000000,0.030531,1
36.429768,99.9300000000,1,1,0,99.8993399693,0.0700000000,1.353062,4
36.436352,99.9300000000,1,1,0,99.9138985338,0.0700000000,1.348779,5
36.439297,99.9300000000,1,1,0,99.9153299621,0.0700000000,0.670460,7
36.460141,99.9300000000,1,1,0,99.9335036208,0.0700000000,0.684564,8
36.463832,99.9400000000,1,1,1,99.9336171454,0.0800000000,2.096240,1
36.467586,99.8600000000,1,-1,1,99.9509385532,0.0800000000,30.903416,14
36.473710,99.9400000000,1,1,1,99.9615295730,0.0800000000,2.105136,2
36.475072,99.9400000000,1,1,1,99.9629215608,0.0800000000,2.105363,3
36.492024,99.8800000000,1,1,1,99.9637194660,0.0200000000,0.011585,0
36.496570,99.8800000000,1,1,1,99.9695635628,0.0200000000,0.013068,1
36.496598,99.8800000000,1,1,1,99.9709074655,0.0200000000,0.012888,2
36.498201,99.8600000000,1,-1,1,99.9686540054,0.0200000000,30.932187,15
36.502536,99.8800000000,1,1,1,99.9523586303,0.0200000000,0.018366,3
36.507073,99.8800000000,1,1,1,99.9467168954,0.0200000000,0.022000,4
36.511805,99.8900000000,1,1,1,99.9390809255,0.0300000000,0.029027,0
36.516064,99.9400000000,1,1,1,99.9900549302,0.0800000000,2.146182,4
36.525330,99.9400000000,1,1,1,100.0332056658,0.0800000000,2.149599,5
36.529005,99.9400000000,1,1,0,100.0387492184,0.0800000000,2.108575,5
36.529192,99.9400000000,1,1,0,100.0412590935,0.0800000000,2.077900,6
36.536740,99.9400000000,1,1,0,100.0396915189,0.0800000000,2.006561,9
36.553274,99.9400000000,1,1,0,100.0400171842,0.0800000000,1.797571,10
36.556548,99.9400000000,1,1,0,100.0376782365,0.0800000000,1.761080,11
36.559052,99.9400000000,1,1,0,100.0440022237,0.0800000000,1.586176,14
36.561095,99.9400000000,1,1,0,100.0471228778,0.0800000000,1.090183,17
36.561634,99.9400000000,1,1,0,100.0499280818,0.0800000000,1.026644,17
36.566977,99.9400000000,1,1,0,100.0851201307,0.0800000000,0.442058,13
36.569746,99.9400000000,1,1,0,100.0702686462,0.0800000000,0.245513,14
36.576578,99.9400000000,1,1,0,100.0464003918,0.0800000000,0.171272,15
36.581060,99.9500000000,1,1,1,100.0480674976,0.0900000000,3.230530,4
36.583387,99.9500000000,1,1,1,100.0525912071,0.0900000000,3.231191,5
36.602853,99.8600000000,1,-1,1,100.0258108936,0.0900000000,31.029446,16
36.617019,99.9500000000,1,1,1,99.9856894049,0.0200000000,3.260616,6
36.623390,99.9500000000,1,1,0,99.9900183127,0.0200000000,2.274103,6
36.638646,99.9500000000,1,1,0,99.9433868850,0.0200000000,1.667702,8
36.656992,99.9500000000,1,1,0,99.9691498154,0.0200000000,1.363678,11
36.663959,99.9500000000,1,1,0,99.9540086351,0.0200000000,1.283826,12
36.700725,99.9300000000,1,-1,1,99.9186050373,0.0100000000,0.093747,0
36.709851,99.9300000000,1,-1,1,99.9319054878,0.0100000000,0.100105,1
36.737983,99.9400000000,1,1,0,99.9769256602,0.0100000000,0.053386,0
36.738190,99.9400000000,1,1,1,99.9779749626,0.0100000000,0.030659,1
36.740966,99.9300000000,1,-1,1,99.9728898925,0.0100000000,0.128768,2
36.748085,99.9400000000,1,1,1,99.9759244059,0.0100000000,0.037360,2
36.763867,99.9400000000,1,1,1,99.9545824777,0.0100000000,0.052919,3
36.765177,99.9400000000,1,1,1,99.9565011275,0.0100000000,0.053812,4
36.766803,99.9300000000,1,-1,1,99.9627477885,0.0100000000,0.153732,3
36.775603,99.9400000000,1,1,1,99.9573204263,0.0100000000,0.062687,5
36.780608,99.9300000000,1,-1,1,99.9822639882,0.0100000000,0.167306,4
36.784412,99.9400000000,1,1,1,99.9693846624,0.0100000000,0.071409,6
36.785565,99.9400000000,1,1,1,99.9672223707,0.0100000000,0.063626,7
36.788883,99.9400000000,1,1,1,99.9644869053,0.0100000000,0.064285,8
36.802602,99.9400000000,1,1,1,99.9565370971,0.0100000000,0.075606,9
36.804635,99.9300000000,1,-1,0,99.9520303359,0.0100000000,0.161631,5
36.814843,99.9300000000,1,-1,0,99.9429662523,0.0100000000,0.084381,4
36.817835,99.9400000000,1,1,1,99.9574363990,0.0100000000,0.089790,10
36.835919,99.9400000000,1,1,1,99.9655068360,0.0100000000,0.105955,11
36.838102,99.9300000000,1,-1,0,99.9650260216,0.0100000000,0.107596,5
36.859520,99.9400000000,1,1,1,99.9273718106,0.0100000000,0.129106,12
36.879169,99.9300000000,1,-1,0,99.9204244581,0.0100000000,0.145107,7
36.884190,99.9400000000,1,1,1,99.9283187902,0.0100000000,0.153693,13
36.887300,99.9400000000,1,1,1,99.9587196731,0.0100000000,0.155194,14
36.889904,99.9300000000,1,-1,0,99.9733263379,0.0100000000,0.133389,7
36.896820,99.9400000000,1,1,1,100.0017351748,0.0200000000,0.161429,15
36.897337,99.9400000000,1,1,1,100.0056006823,0.0200000000,0.160932,16
36.899648,99.9400000000,1,1,1,100.0050307439,0.0200000000,0.162422,17
36.900731,99.9500000000,1,1,0,100.0191794826,0.0300000000,0.887035,14
36.906461,99.9500000000,1,1,0,100.0038892234,0.0300000000,0.496448,9
36.913909,99.9500000000,1,1,0,100.0089993658,0.0300000000,0.223412,3
36.917005,99.9500000000,1,1,0,100.0070866814,0.0300000000,0.219779,4
36.920695,99.9300000000,1,1,1,100.0189210955,0.0100000000,0.000496,0
36.924592,99.9500000000,1,1,0,100.0084282404,0.0300000000,0.201610,5
36.932500,99.9600000000,1,1,1,99.9969983180,0.0400000000,4.933191,3
36.937268,99.9600000000,1,1,1,99.9870463659,0.0400000000,4.936035,4
36.939015,99.9600000000,1,1,1,99.9922012289,0.0400000000,4.934250,5
36.946797,99.9600000000,1,1,1,99.9832300087,0.0400000000,4.930327,6
36.956994,99.9300000000,1,-1,0,99.9485287197,0.0300000000,0.007593,0
36.972377,99.9600000000,1,1,1,99.9989437963,0.0100000000,4.954201,8
36.977215,99.9600000000,1,1,1,99.9894991121,0.0100000000,4.956800,9
36.981155,99.9600000000,1,1,1,99.9871814891,0.0100000000,4.960601,10
37.000378,99.9600000000,1,1,1,99.9723891729,0.0100000000,4.979612,11
37.015541,99.9600000000,1,1,1,100.0210641685,0.0100000000,4.567891,13
37.026102,99.9600000000,1,1,0,100.0009934373,0.0100000000,4.525526,12
37.032149,99.9600000000,1,1,0,100.0023119841,0.0100000000,3.667044,15
37.055867,99.9600000000,1,1,0,100.0315536507,0.0100000000,2.885944,16
37.065621,99.9600000000,1,1,0,100.0171594195,0.0100000000,2.114112,15
37.070005,99.9600000000,1,1,0,100.0202579876,0.0100000000,1.651248,17
37.073529,99.9600000000,1,1,0,100.0015717964,0.0100000000,0.565636,19
37.078817,99.9600000000,1,1,1,100.0234890395,0.0100000000,0.154908,16
37.079535,99.9600000000,1,1,1,100.0189677130,0.0100000000,0.152909,17
37.083940,99.9500000000,1,-1,0,100.0161223731,0.0100000000,0.124754,0
37.099288,99.9600000000,1,1,1,100.0443482145,0.0200000000,0.045125,6
37.117271,99.9600000000,1,1,1,100.0276319970,0.0200000000,0.061129,6
37.126740,99.9700000000,1,1,1,100.0233460088,0.0300000000,5.491269,10
37.137428,99.9400000000,1,-1,1,100.0201603878,0.0300000000,0.083974,0
37.140560,99.9400000000,1,-1,1,100.0274450048,0.0300000000,0.085020,1
37.163332,99.9700000000,1,1,1,100.0131784776,0.0300000000,5.527810,11
37.164870,99.9700000000,1,1,1,100.0085238751,0.0300000000,5.528862,12
37.174050,99.9700000000,1,1,1,99.9791981835,0.0300000000,5.537243,13
37.198268,99.9700000000,1,1,1,100.0240541501,0.0100000000,5.560949,14
37.200306,99.9700000000,1,1,1,100.0269245836,0.0100000000,5.560338,15
37.207034,99.9700000000,1,1,1,100.0316292252,0.0100000000,5.557501,16
37.225493,99.9700000000,1,1,1,100.0418250180,0.0100000000,5.575273,17
37.226392,99.9700000000,1,1,1,100.0470071955,0.0100000000,5.353240,15
37.241426,99.9700000000,1,1,1,100.0495734782,0.0100000000,5.364390,15
37.243391,99.9700000000,1,1,1,100.0535949084,0.0100000000,5.363081,16
37.244348,99.9700000000,1,1,1,100.0546995445,0.0100000000,4.799102,12
37.249624,99.9700000000,1,1,1,100.0572798302,0.0100000000,4.804345,13
37.257723,99.9600000000,1,-1,1,100.0290410696,0.0100000000,0.077163,0
37.259274,99.9700000000,1,1,0,100.0275371439,0.0100000000,2.910129,18
37.262534,99.9600000000,1,-1,1,100.0271182989,0.0100000000,0.078648,1
37.267578,99.9700000000,1,1,0,100.0015796320,0.0100000000,2.286534,19
37.271173,99.9700000000,1,1,0,100.0286121972,0.0100000000,2.030528,22
37.280456,99.9700000000,1,1,0,100.0347963776,0.0100000000,1.236848,21
37.288729,99.9700000000,1,1,0,100.0370710710,0.0100000000,0.787636,22
37.288997,99.9700000000,1,1,0,100.0433265812,0.0100000000,0.504045,21
37.289263,99.9700000000,1,1,0,100.0417968118,0.0100000000,0.290973,21
37.290518,99.9700000000,1,1,1,100.0423230254,0.0100000000,0.224416,21
37.292392,99.9700000000,1,1,1,100.0490106191,0.0100000000,0.225254,22
37.302662,99.9600000000,1,-1,0,100.0531139610,0.0100000000,0.085064,2
37.308150,99.9700000000,1,1,1,100.0819954089,0.0100000000,0.236000,23
37.308605,99.9600000000,1,-1,0,100.0819648462,0.0100000000,0.030484,1
37.316580,99.9700000000,1,1,1,100.0841762854,0.0100000000,0.151347,20
37.321636,99.9700000000,1,1,1,100.0840396002,0.0100000000,0.151545,21
37.331585,99.9700000000,1,1,1,100.1110626349,0.0100000000,0.161005,22
37.354802,99.9800000000,1,1,1,100.1128401356,0.0200000000,5.858423,2
37.367776,99.9800000000,1,1,1,100.0967577705,0.0200000000,5.871054,3
37.368931,99.9800000000,1,1,1,100.1079747633,0.0200000000,5.871486,4
37.374586,99.9800000000,1,1,1,100.1101821644,0.0200000000,5.875492,5
37.378412,99.9800000000,1,1,1,100.1122964541,0.0200000000,5.878430,6
37.379093,99.9800000000,1,1,1,100.1101086948,0.0200000000,5.876519,7
37.382418,99.9800000000,1,1,1,100.1018327102,0.0200000000,5.876593,8
37.401819,99.9800000000,1,1,1,100.1327600748,0.0200000000,5.894211,9
37.423494,99.9700000000,1,-1,1,100.1164600553,0.0100000000,0.021493,0
37.423719,99.9800000000,1,1,1,100.1168341311,0.0100000000,5.913368,10
37.429485,99.9800000000,1,1,1,100.0981582204,0.0100000000,5.910696,11
37.444975,99.9800000000,1,1,1,100.1453165234,0.0100000000,5.577776,12
37.473312,99.9800000000,1,1,1,100.1485825493,0.0100000000,5.604132,13
37.476783,99.9800000000,1,1,1,100.1588919861,0.0100000000,5.603838,14
37.485092,99.9800000000,1,1,1,100.1561122711,0.0100000000,5.611374,15
37.488673,99.9800000000,1,1,1,100.1565317864,0.0100000000,5.613859,16
37.496467,99.9800000000,1,1,1,100.1618475209,0.0100000000,5.057188,15
37.497935,99.9800000000,1,1,0,100.1565587752,0.0100000000,2.530301,19
37.503876,99.9800000000,1,1,0,100.1420924743,0.0100000000,1.020519,21
37.504773,99.9800000000,1,1,0,100.1478514828,0.0100000000,0.998927,22
37.505961,99.9800000000,1,1,1,100.1575019716,0.0100000000,0.920627,22
37.508605,99.9800000000,1,1,0,100.1569082182,0.0100000000,0.844663,23
37.509172,99.9800000000,1,1,0,100.1523389772,0.0100000000,0.704314,23
37.514373,99.9800000000,1,1,0,100.1687469315,0.0100000000,0.560786,24
37.515550,99.9700000000,1,-1,1,100.1611927593,0.0100000000,0.111288,1
37.517944,99.9800000000,1,1,1,100.1631067266,0.0100000000,0.466630,24
37.522109,99.9800000000,1,1,1,100.1805717788,0.0100000000,0.462838,25
37.523170,99.9800000000,1,1,1,100.1841866817,0.0100000000,0.463446,26
37.534650,99.9800000000,1,1,1,100.1805126540,0.0100000000,0.474339,27
37.538955,99.9800000000,1,1,0,100.1928406161,0.0100000000,0.378864,27
37.539783,99.9800000000,1,1,1,100.1972798027,0.0100000000,0.375837,28
37.541273,99.9700000000,1,-1,1,100.2001542149,0.0100000000,0.135326,2
37.555664,99.9800000000,1,1,1,100.2228936307,0.0100000000,0.391543,29
37.569202,99.9800000000,1,1,1,100.2313263020,0.0100000000,0.396264,30
37.570296,99.9800000000,1,1,1,100.2310169565,0.0100000000,0.396964,31
37.579834,99.9800000000,1,1,1,100.2428087182,0.0100000000,0.386518,32
37.595309,99.9700000000,1,-1,1,100.2672322624,0.0200000000,0.187957,3
37.605705,99.9900000000,1,1,1,100.2815827698,0.0200000000,5.717008,1
37.608354,99.9900000000,1,1,1,100.2721974558,0.0200000000,5.719449,2
37.623790,99.9900000000,1,1,1,100.2201698494,0.0200000000,5.734122,3
37.623962,99.9900000000,1,1,1,100.2135360790,0.0200000000,5.734156,4
37.624795,99.9900000000,1,1,0,100.2213807543,0.0200000000,3.298527,7
37.626055,99.9900000000,1,1,0,100.2207058897,0.0200000000,2.759153,8
37.637058,99.9900000000,1,1,0,100.2020683809,0.0200000000,2.330667,10
37.643503,99.9900000000,1,1,0,100.2082433655,0.0100000000,1.716682,9
37.653487,99.9900000000,1,1,1,100.1621555617,0.0100000000,1.070185,13
37.657077,99.9900000000,1,1,0,100.1688904938,0.0100000000,0.917075,14
37.658578,99.9900000000,1,1,1,100.1638240742,0.0100000000,0.605124,14
37.663010,99.9800000000,1,-1,1,100.1709536663,0.0100000000,0.021002,0
37.664793,99.9900000000,1,1,1,100.1775148569,0.0100000000,0.609253,15
37.666162,99.9900000000,1,1,1,100.1803387307,0.0100000000,0.607891,16
37.668881,99.9900000000,1,1,1,100.1809753419,0.0100000000,0.609372,17
37.674750,99.9800000000,1,-1,1,100.1514119149,0.0100000000,0.029045,1
37.676737,99.9900000000,1,1,1,100.1566205914,0.0100000000,0.616044,18
37.676889,99.9900000000,1,1,0,100.1554540659,0.0100000000,0.523452,19
37.687593,99.9900000000,1,1,1,100.1799053091,0.0100000000,0.515181,20
37.688038,99.9900000000,1,1,0,100.1833618536,0.0100000000,0.497360,21
37.700988,99.9900000000,1,1,1,100.1371377873,0.0100000000,0.393410,21
37.703029,100.0000000000,1,1,1,100.1352358150,0.0200000000,6.328496,1
37.716116,100.0000000000,1,1,1,100.1555623881,0.0200000000,6.341055,2
37.719163,100.0000000000,1,1,1,100.1454135884,0.0200000000,6.343816,3
37.719223,100.0000000000,1,1,1,100.1435893415,0.0200000000,6.338610,4
37.719756,99.9800000000,1,-1,1,100.1420000590,0.0200000000,0.072698,2
37.728251,100.0000000000,1,1,1,100.1271407404,0.0200000000,6.347463,5
37.729978,100.0000000000,1,1,1,100.1286880319,0.0200000000,6.344841,6
37.736804,100.0000000000,1,1,1,100.1156927698,0.0200000000,6.343138,7
37.737099,99.9800000000,1,-1,1,100.1135007429,0.0200000000,0.089750,3
37.739042,99.9800000000,1,-1,1,100.1145908452,0.0200000000,0.090688,4
37.751197,100.0000000000,1,1,1,100.1041689094,0.0200000000,6.355685,8
37.752183,100.0000000000,1,1,1,100.1011808614,0.0200000000,5.881853,8
37.756956,100.0000000000,1,1,1,100.1380813908,0.0100000000,5.871220,9
37.758299,100.0000000000,1,1,1,100.1468805544,0.0100000000,5.871970,10
37.761616,99.9900000000,1,-1,1,100.1457321104,0.0100000000,0.005500,0
37.764754,100.0000000000,1,1,0,100.1354069893,0.0100000000,2.074514,14
37.772673,100.0000000000,1,1,0,100.1349287803,0.0100000000,1.298502,15
37.773644,100.0000000000,1,1,1,100.1274679146,0.0100000000,1.193898,16
37.780499,100.0000000000,1,1,1,100.1133275131,0.0100000000,1.198301,17
37.784553,100.0000000000,1,1,1,100.1048782577,0.0100000000,1.201483,18
37.796328,100.0000000000,1,1,0,100.0885129794,0.0100000000,1.011757,21
37.817317,100.0000000000,1,1,0,100.0895917628,0.0100000000,0.988405,23
37.818772,99.9900000000,1,-1,1,100.0916865097,0.0100000000,0.061324,1
37.837976,100.0000000000,1,1,0,100.0148467051,0.0100000000,0.843979,23
37.848243,99.9900000000,1,-1,1,100.0263279196,0.0100000000,0.089080,2
37.853010,99.9900000000,1,-1,1,100.0326271899,0.0100000000,0.093787,3
37.856704,100.0000000000,1,1,1,100.0204815578,0.0100000000,0.676144,23
37.867043,99.9900000000,1,-1,1,99.9808797553,0.0100000000,0.107287,4
37.884270,99.9900000000,1,-1,1,99.9359797251,0.0100000000,0.123073,5
37.885083,99.9900000000,1,-1,1,99.9528993063,0.0100000000,0.122900,5
37.888716,99.9900000000,1,-1,1,99.9457742818,0.0100000000,0.123050,6
37.889557,100.0000000000,1,1,1,99.9548615186,0.0100000000,0.585207,24
37.893342,100.0000000000,1,1,1,99.9529340954,0.0100000000,0.586271,25
37.906530,100.0000000000,1,1,0,99.9626827087,0.0100000000,0.035490,2
37.907159,99.9900000000,1,-1,1,99.9482883702,0.0100000000,0.138908,7
37.922534,99.9900000000,1,-1,1,99.9495290908,0.0100000000,0.153947,8
37.931794,99.9900000000,1,-1,1,99.9413061866,0.0100000000,0.161817,9
37.958593,100.0000000000,1,1,0,99.9310772731,0.0100000000,0.051670,0
37.960936,99.9900000000,1,-1,1,99.9269883484,0.0100000000,0.185833,10
37.972151,99.9900000000,1,-1,1,99.9091778445,0.0100000000,0.196856,11
37.980898,99.9900000000,1,-1,1,99.9306168450,0.0100000000,0.204093,12
37.983033,100.0000000000,1,1,0,99.9358578112,0.0100000000,0.055183,1
37.984766,99.9900000000,1,-1,1,99.9239771194,0.0100000000,0.207667,13
37.986240,99.9900000000,1,-1,1,99.9147118686,0.0100000000,0.208481,14
38.008770,100.0000000000,1,1,0,99.9649583974,0.0100000000,0.063309,2
38.011941,99.9900000000,1,-1,1,99.9438542050,0.0100000000,0.232899,15
38.018205,99.9900000000,1,-1,1,99.9315070827,0.0100000000,0.236974,16
38.029542,99.9900000000,1,-1,1,99.9267622060,0.0100000000,0.247666,17
38.030217,99.9900000000,1,-1,1,99.9240551046,0.0100000000,0.247363,18
38.062161,99.9900000000,1,-1,0,99.9437204538,0.0100000000,0.220875,19
38.070835,99.9800000000,1,-1,1,99.9839841345,0.0200000000,0.420412,5
38.085885,100.0000000000,1,1,1,100.0043931826,0.0200000000,0.087291,2
38.090500,100.0000000000,1,1,1,100.0148987756,0.0100000000,0.089564,3
38.091593,99.9900000000,1,-1,0,100.0130649912,0.0100000000,0.002742,0
38.139281,99.9900000000,1,-1,0,99.9947625041,0.0100000000,0.035774,0
38.161030,99.9900000000,1,-1,1,99.9753430717,0.0100000000,0.043366,1
38.170085,99.9900000000,1,-1,1,99.9805136037,0.0100000000,0.049753,2
38.172239,99.9900000000,1,-1,1,99.9865166443,0.0100000000,0.046648,3
38.181320,99.9900000000,1,-1,1,99.9531023795,0.0100000000,0.055436,4
38.190237,99.9900000000,1,-1,1,99.9519297720,0.0100000000,0.063719,5
38.196695,99.9900000000,1,-1,1,99.9324632576,0.0100000000,0.067844,6
38.205895,99.9900000000,1,-1,1,99.8992656107,0.0100000000,0.075395,7
38.206055,99.9900000000,1,-1,1,99.8992094699,0.0100000000,0.074462,8
38.210227,99.9900000000,1,-1,1,99.9076373832,0.0100000000,0.074906,9
38.219478,99.9900000000,1,-1,1,99.8949424274,0.0100000000,0.075972,9
38.223047,99.9900000000,1,-1,1,99.8947884669,0.0100000000,0.076854,10
38.225758,99.9800000000,1,-1,1,99.8899263482,0.0200000000,0.572426,6
38.226098,100.0000000000,1,1,1,99.8930202368,0.0200000000,0.224840,4
38.229396,99.9800000000,1,-1,1,99.8989202130,0.0200000000,0.575284,7
38.247431,99.9800000000,1,-1,1,99.8873286064,0.0100000000,0.592118,8
38.255877,99.9800000000,1,-1,1,99.9007266458,0.0100000000,0.592087,8
38.260946,99.9800000000,1,-1,1,99.8994970082,0.0100000000,0.596150,9
38.283510,99.9800000000,1,-1,0,99.8736876406,0.0100000000,0.203178,5
38.285906,99.9800000000,1,-1,0,99.8745004980,0.0100000000,0.165871,6
38.286453,99.9700000000,1,-1,1,99.8699133527,0.0200000000,0.878677,4
38.292936,99.9700000000,1,-1,1,99.8704151219,0.0200000000,0.884005,5
38.295247,99.9700000000,1,-1,1,99.8665796662,0.0200000000,0.885114,6
38.299808,99.9700000000,1,-1,1,99.8760495144,0.0200000000,0.889486,7
38.300111,99.9900000000,1,1,1,99.8826808428,0.0200000000,0.061259,0
38.300755,99.9900000000,1,1,1,99.8883414965,0.0200000000,0.061359,1
38.333237,99.9700000000,1,-1,1,99.9292479926,0.0200000000,0.921418,8
38.336457,99.9700000000,1,-1,1,99.9270640520,0.0200000000,0.922716,9
38.358801,99.9700000000,1,-1,1,99.9460230229,0.0200000000,0.944215,10
38.364741,99.9700000000,1,-1,1,99.9318546916,0.0200000000,0.946329,11
38.384028,99.9700000000,1,-1,1,99.9450461479,0.0100000000,0.964935,12
38.391674,99.9700000000,1,-1,1,99.9372569124,0.0100000000,0.969256,13
38.392452,99.9700000000,1,-1,1,99.9517476151,0.0100000000,0.386302,12
38.413205,99.9600000000,1,-1,1,99.9476376023,0.0200000000,1.128857,2
38.427225,99.9600000000,1,-1,1,99.9454524398,0.0200000000,1.140450,3
38.445015,99.9600000000,1,-1,1,99.9252735991,0.0100000000,1.156894,4
38.447957,99.9600000000,1,-1,1,99.9118401086,0.0100000000,1.158405,5
38.450101,99.9600000000,1,-1,1,99.9193114079,0.0100000000,1.160477,6
38.464791,99.9600000000,1,-1,1,99.9368979904,0.0100000000,1.174334,7
38.465752,99.9600000000,1,-1,1,99.9343358877,0.0100000000,1.173676,8
