t,px,qty,sign,mm_involved,mid_mark,spread,maker_age_s,maker_queue_ahead_qty_entry
116.680061,99.9700000000,1,1,1,100.0940552613,0.0300000000,0.000294,0
116.680895,99.9700000000,1,1,1,100.0924469453,0.0300000000,0.000740,0
116.685785,99.9800000000,1,1,1,100.1031283039,0.0400000000,0.008506,0
116.688660,99.9400000000,1,-1,1,100.1018249263,0.0500000000,12.173352,27
116.692014,99.9900000000,1,1,1,100.1121481856,0.0500000000,2.328089,3
116.698165,99.9900000000,1,1,1,100.1224059330,0.0500000000,2.333359,4
116.699064,99.9900000000,1,1,1,100.1110772941,0.0500000000,2.333117,5
116.706331,99.9900000000,1,1,1,100.1080656634,0.0500000000,2.339349,6
116.710701,99.9900000000,1,1,0,100.0988198122,0.0500000000,2.027519,8
116.713171,99.9400000000,1,-1,1,100.1246547562,0.0500000000,11.642449,27
116.716404,99.9900000000,1,1,0,100.1264571852,0.0500000000,1.422829,12
116.718543,99.9900000000,1,1,0,100.1247792374,0.0500000000,1.167482,12
116.719075,99.9900000000,1,1,0,100.1335476630,0.0500000000,1.162043,13
116.728341,99.9900000000,1,1,0,100.1046188897,0.0500000000,0.948015,14
116.730595,99.9900000000,1,1,0,100.0976406683,0.0500000000,0.761352,15
116.734932,99.9900000000,1,1,0,100.1069194051,0.0500000000,0.505462,18
116.740129,99.9900000000,1,1,0,100.1089709672,0.0500000000,0.487271,19
116.749035,99.9900000000,1,1,1,100.1305643590,0.0500000000,0.077142,13
116.750587,100.0000000000,1,1,1,100.1229215719,0.0600000000,3.636809,1
116.755070,100.0000000000,1,1,1,100.1215408030,0.0600000000,3.640349,2
116.762510,100.0000000000,1,1,1,100.1091890608,0.0600000000,3.645161,3
116.764392,100.0000000000,1,1,1,100.1242781175,0.0600000000,3.646935,4
116.771584,100.0000000000,1,1,1,100.1458860642,0.0600000000,3.652595,5
116.788633,99.9900000000,1,1,1,100.1956173003,0.0500000000,0.016123,0
116.801821,99.9400000000,1,-1,1,100.2137266832,0.0600000000,11.731013,28
116.801876,100.0000000000,1,1,0,100.2146748135,0.0600000000,3.147308,9
116.808076,99.9400000000,1,-1,1,100.1955584017,0.0600000000,11.730882,28
116.831516,100.0000000000,1,1,0,100.1543950495,0.0500000000,3.002458,11
116.836603,99.9500000000,1,-1,1,100.1699293499,0.0500000000,0.026421,0
116.840681,100.0000000000,1,1,1,100.1766554734,0.0500000000,2.590981,12
116.840904,100.0000000000,1,1,0,100.1786412896,0.0500000000,1.375382,14
116.849590,100.0000000000,1,1,0,100.1881215172,0.0500000000,0.589681,11
116.851574,100.0000000000,1,1,1,100.1909403585,0.0500000000,0.181243,10
116.862910,100.0000000000,1,1,1,100.1815004540,0.0500000000,0.188735,11
116.865417,100.0000000000,1,1,1,100.1724245631,0.0500000000,0.190746,12
116.867754,100.0000000000,1,1,1,100.1871962655,0.0500000000,0.192133,13
116.873125,100.0000000000,1,1,1,100.1708801120,0.0500000000,0.101164,9
116.886228,100.0000000000,1,1,1,100.1740681096,0.0500000000,0.111836,10
116.888123,100.0100000000,1,1,1,100.1690988395,0.0600000000,2.636559,4
116.898928,99.9400000000,1,-1,1,100.1911848314,0.0700000000,9.529790,30
116.909113,100.0100000000,1,1,0,100.1900211219,0.0100000000,1.839249,7
116.909971,100.0100000000,1,1,0,100.1810529225,0.0100000000,0.897766,3
116.910930,100.0100000000,1,1,0,100.1731109472,0.0100000000,0.521172,3
116.914609,100.0200000000,1,1,0,100.1815075581,0.0200000000,2.805548,5
116.938368,100.0200000000,1,1,0,100.1436617130,0.0200000000,2.228588,9
116.939110,100.0200000000,1,1,0,100.1482835922,0.0200000000,1.907770,9
116.947446,100.0200000000,1,1,0,100.1630669761,0.0200000000,0.718350,4
116.959842,100.0200000000,1,1,0,100.1764125288,0.0200000000,0.720490,5
116.963215,100.0300000000,1,1,0,100.1801144176,0.0300000000,2.571784,1
116.965899,100.0300000000,1,1,0,100.1718195721,0.0300000000,2.424581,5
116.972671,100.0300000000,1,1,0,100.1622328928,0.0300000000,1.932087,4
116.977737,100.0300000000,1,1,1,100.1703637273,0.0300000000,0.197554,4
116.983747,100.0000000000,1,-1,1,100.1729650891,0.0400000000,0.074820,0
116.993265,99.9900000000,1,-1,1,100.1538248122,0.0500000000,0.085511,0
117.007022,100.0400000000,1,1,1,100.1114316519,0.0500000000,4.438966,9
117.009058,99.9900000000,1,-1,1,100.0953328623,0.0500000000,0.094587,1
117.016433,100.0400000000,1,1,1,100.0995068438,0.0500000000,4.327802,9
117.024379,100.0400000000,1,1,1,100.1038827107,0.0500000000,4.333470,10
117.030458,99.9900000000,1,-1,1,100.0981153089,0.0100000000,0.114501,2
117.039348,100.0000000000,1,1,1,100.0848773346,0.0100000000,0.012915,0
117.059615,100.0000000000,1,1,1,100.1023718245,0.0100000000,0.032853,1
117.068855,100.0000000000,1,1,1,100.1116231284,0.0100000000,0.038522,2
117.069982,100.0000000000,1,1,1,100.1095854237,0.0100000000,0.028831,2
117.071303,100.0000000000,1,1,1,100.0975677265,0.0100000000,0.024281,3
117.076406,100.0000000000,1,1,1,100.1165191259,0.0100000000,0.027348,4
117.083699,100.0400000000,1,1,1,100.1155707195,0.0500000000,4.392699,11
117.086901,99.9900000000,1,-1,1,100.0945919881,0.0500000000,0.170552,3
117.101284,100.0400000000,1,1,1,100.1313336249,0.0500000000,4.405020,12
117.102874,100.0400000000,1,1,1,100.1274917983,0.0500000000,4.406369,13
117.109983,100.0500000000,1,1,1,100.1503671675,0.0600000000,6.390033,2
117.121611,100.0300000000,1,1,1,100.1321117400,0.0400000000,0.010328,0
117.123383,100.0300000000,1,1,1,100.1486923251,0.0400000000,0.010509,1
117.136060,100.0300000000,1,1,1,100.0935813377,0.0400000000,0.020121,2
117.136862,99.9900000000,1,-1,1,100.0883846135,0.0500000000,0.219360,4
117.187202,100.0300000000,1,1,0,100.0657084095,0.0100000000,0.031984,0
117.194869,100.0400000000,1,1,1,100.0754213425,0.0200000000,0.082888,0
117.196284,100.0400000000,1,1,1,100.0765000473,0.0200000000,0.080099,1
117.203794,100.0200000000,1,-1,0,100.0795042520,0.0200000000,0.049194,0
117.214529,100.0400000000,1,1,0,100.0356580023,0.0500000000,0.060335,2
117.243794,100.0100000000,1,-1,0,100.0105180428,0.0200000000,0.020952,0
117.248171,100.0000000000,1,1,1,100.0101322599,0.0100000000,0.004012,0
117.258041,100.0000000000,1,1,1,100.0014693392,0.0100000000,0.005253,0
117.334493,100.0000000000,1,1,1,99.9845374880,0.0100000000,0.079964,1
117.338301,99.9900000000,1,-1,1,100.0035123665,0.0100000000,0.417615,5
117.413269,100.0000000000,1,1,1,100.0050031612,0.0100000000,0.152037,1
117.436820,100.0000000000,1,1,0,99.9917656483,0.0100000000,0.111247,2
117.441505,99.9900000000,1,-1,0,99.9840173844,0.0100000000,0.155575,1
117.478439,100.0000000000,1,1,1,100.0094910709,0.0200000000,0.120731,2
117.485282,99.9800000000,1,-1,1,99.9927818441,0.0200000000,0.582373,0
117.509619,99.9900000000,1,1,1,100.0094683075,0.0100000000,0.017033,0
117.530657,99.9900000000,1,1,0,100.0216152687,0.0100000000,0.037455,1
117.536519,99.9900000000,1,1,1,100.0014430287,0.0100000000,0.042843,2
117.545184,99.9900000000,1,1,1,99.9936893846,0.0100000000,0.050162,3
117.545213,99.9800000000,1,-1,1,99.9930929862,0.0100000000,0.641810,1
117.549870,99.9900000000,1,1,1,99.9975156048,0.0100000000,0.054588,4
117.560732,99.9900000000,1,1,1,100.0284412808,0.0100000000,0.065179,5
117.563960,99.9900000000,1,1,1,100.0179307951,0.0100000000,0.063608,6
117.567611,99.9900000000,1,1,1,100.0222799049,0.0100000000,0.062271,7
117.569044,99.9800000000,1,-1,1,100.0162893460,0.0100000000,0.664610,2
117.580155,99.9900000000,1,1,1,100.0350315614,0.0100000000,0.065852,7
117.585050,99.9800000000,1,-1,1,100.0473581344,0.0100000000,0.679633,3
117.590870,99.9900000000,1,1,1,100.0221699742,0.0100000000,0.074165,8
117.591785,99.9900000000,1,1,1,100.0193836082,0.0100000000,0.073346,9
117.594532,99.9900000000,1,1,1,100.0378965348,0.0100000000,0.075160,10
117.599797,99.9900000000,1,1,1,100.0390407565,0.0100000000,0.079543,11
117.606898,99.9900000000,1,1,1,100.0489103798,0.0100000000,0.086080,12
117.621823,99.9800000000,1,-1,1,100.0244728086,0.0200000000,0.708698,4
117.635060,100.0000000000,1,1,1,100.0618410774,0.0200000000,0.277236,3
117.645445,100.0000000000,1,1,1,100.0699395434,0.0200000000,0.280422,4
117.656459,99.9800000000,1,-1,1,100.0641130183,0.0200000000,0.736548,5
117.687297,100.0000000000,1,1,1,100.0513811245,0.0200000000,0.321734,5
117.712393,100.0000000000,1,1,1,100.0369987660,0.0200000000,0.346821,6
117.717057,100.0000000000,1,1,1,100.0320292136,0.0200000000,0.345640,7
117.742682,99.9800000000,1,-1,1,99.9782641894,0.0200000000,0.820624,6
117.744324,99.9800000000,1,-1,1,99.9704234461,0.0200000000,0.818096,7
117.744799,99.9800000000,1,-1,1,99.9649489895,0.0200000000,0.816676,8
117.750863,99.9800000000,1,-1,1,99.9802093091,0.0200000000,0.822467,9
117.753089,99.9800000000,1,-1,1,99.9710340965,0.0200000000,0.822407,10
117.761180,99.9800000000,1,-1,1,99.9895607782,0.0200000000,0.737433,11
117.799605,99.9900000000,1,1,0,100.0026181711,0.0100000000,0.008962,0
117.809318,100.0000000000,1,1,1,100.0181368390,0.0200000000,0.434825,8
117.830643,99.9900000000,1,-1,0,100.0301504205,0.0100000000,0.008145,0
117.830839,100.0000000000,1,1,0,100.0255356779,0.0200000000,0.330945,6
117.831219,99.9900000000,1,1,1,100.0286066552,0.0100000000,0.000235,0
117.843994,99.9900000000,1,1,1,100.0154342690,0.0100000000,0.004389,0
117.845146,99.9900000000,1,1,1,100.0092142110,0.0100000000,0.004391,1
117.847131,99.9800000000,1,-1,1,100.0019699646,0.0100000000,0.820620,12
117.858430,99.9900000000,1,1,1,100.0106777652,0.0100000000,0.015209,2
117.865385,99.9900000000,1,1,1,100.0198288799,0.0100000000,0.019455,1
117.868820,99.9900000000,1,1,1,100.0189476553,0.0100000000,0.019503,2
117.868884,99.9900000000,1,1,1,100.0194333986,0.0100000000,0.018382,3
117.869025,99.9800000000,1,-1,0,100.0143901829,0.0100000000,0.708659,14
117.875813,99.9900000000,1,1,1,100.0381658017,0.0100000000,0.023753,4
117.880140,99.9900000000,1,1,1,100.0556269934,0.0100000000,0.021846,5
117.880548,100.0000000000,1,1,0,100.0524572538,0.0200000000,0.129434,3
117.881912,99.9800000000,1,-1,0,100.0433413572,0.0200000000,0.622973,14
117.884754,100.0000000000,1,1,0,100.0501896185,0.0200000000,0.108407,4
117.886395,100.0000000000,1,1,0,100.0374153674,0.0200000000,0.067208,5
117.890880,100.0000000000,1,1,1,100.0188310820,0.0200000000,0.058382,4
117.898854,100.0000000000,1,1,1,100.0231671922,0.0200000000,0.066335,5
117.916845,100.0000000000,1,1,1,100.0411985923,0.0200000000,0.078755,5
117.920352,100.0100000000,1,1,0,100.0609290496,0.0300000000,0.588935,0
117.932418,99.9800000000,1,-1,0,100.0647547799,0.0200000000,0.542710,16
117.934187,100.0000000000,1,1,1,100.0641849426,0.0200000000,0.003835,0
117.947403,100.0100000000,1,1,0,100.0744953736,0.0300000000,0.552518,1
117.957565,100.0100000000,1,1,0,100.0773419517,0.0300000000,0.495997,2
117.961269,100.0100000000,1,1,0,100.0675211539,0.0300000000,0.461950,3
117.964165,100.0100000000,1,1,0,100.0746300460,0.0300000000,0.302830,4
117.970835,99.9800000000,1,-1,0,100.0475076066,0.0400000000,0.576058,18
117.982101,99.9800000000,1,-1,0,100.0307614610,0.0400000000,0.548443,20
118.018438,100.0200000000,1,1,1,100.0536683377,0.0100000000,0.772702,0
118.020147,100.0200000000,1,1,1,100.0550850676,0.0100000000,0.771899,1
118.025923,100.0200000000,1,1,0,100.0839491375,0.0100000000,0.662465,2
118.033445,100.0200000000,1,1,0,100.0782032827,0.0100000000,0.664850,3
118.037202,100.0200000000,1,1,0,100.0871908919,0.0100000000,0.653566,4
118.046061,100.0200000000,1,1,0,100.0801419381,0.0100000000,0.653095,5
118.056811,100.0200000000,1,1,0,100.0820812680,0.0100000000,0.502183,7
118.057413,100.0200000000,1,1,0,100.0898691676,0.0100000000,0.398828,8
118.078183,100.0200000000,1,1,0,100.1454897571,0.0100000000,0.416885,9
118.085634,100.0200000000,1,1,0,100.1423533288,0.0100000000,0.109724,10
118.097933,100.0200000000,1,1,0,100.1208063454,0.0100000000,0.111725,11
118.099911,100.0200000000,1,1,0,100.1260253093,0.0100000000,0.109346,12
118.108226,100.0200000000,1,1,1,100.0998059947,0.0100000000,0.078213,9
118.108645,100.0200000000,1,1,1,100.1042329040,0.0100000000,0.078498,10
118.118526,100.0300000000,1,1,0,100.1406613087,0.0200000000,0.880278,0
118.125494,100.0300000000,1,1,1,100.1301727679,0.0200000000,0.883035,1
118.142439,100.0300000000,1,1,0,100.0763691493,0.0200000000,0.734618,2
118.143465,100.0300000000,1,1,0,100.0736017695,0.0200000000,0.720677,3
118.153138,100.0300000000,1,1,0,100.0899034396,0.0200000000,0.432709,5
118.157991,100.0300000000,1,1,0,100.0703747656,0.0200000000,0.172536,5
118.166431,100.0200000000,1,-1,1,100.0788750331,0.0100000000,0.007905,0
118.167991,100.0200000000,1,-1,1,100.0872928173,0.0100000000,0.002842,1
118.181640,100.0300000000,1,1,0,100.0728005192,0.0100000000,0.182319,6
118.183465,100.0200000000,1,-1,1,100.0780696604,0.0100000000,0.018314,2
118.194225,100.0300000000,1,1,0,100.0787392777,0.0100000000,0.178377,7
118.208132,100.0300000000,1,1,1,100.0948648985,0.0100000000,0.172209,8
118.225147,100.0300000000,1,1,1,100.0700860531,0.0100000000,0.059364,3
118.239336,100.0400000000,1,1,0,100.0884628381,0.0200000000,0.674922,1
118.239498,100.0400000000,1,1,0,100.0916196654,0.0200000000,0.569057,2
118.249686,100.0200000000,1,-1,1,100.0558988809,0.0200000000,0.084192,3
118.262718,100.0400000000,1,1,0,100.0559163960,0.0200000000,0.366926,3
118.267388,100.0400000000,1,1,1,100.0352909741,0.0200000000,0.107166,3
118.275692,100.0400000000,1,1,1,100.0321735528,0.0200000000,0.112554,4
118.285725,100.0200000000,1,-1,1,100.0400502332,0.0100000000,0.112910,2
118.288806,100.0300000000,1,1,1,100.0501809947,0.0200000000,0.012181,0
118.333410,100.0100000000,1,-1,0,99.9947989514,0.0200000000,0.322037,0
118.390778,100.0300000000,1,1,1,99.9835838604,0.0400000000,0.113390,1
118.405508,100.0000000000,1,1,1,99.9881695160,0.0100000000,0.010894,0
118.462864,99.9900000000,1,-1,0,99.9470955035,0.0100000000,0.464977,0
118.466268,99.9900000000,1,-1,0,99.9438388104,0.0100000000,0.465132,1
118.469655,99.9900000000,1,-1,1,99.9441591451,0.0100000000,0.309433,2
118.471294,99.9900000000,1,-1,1,99.9514978389,0.0100000000,0.308155,3
118.471362,99.9900000000,1,-1,1,99.9495349230,0.0100000000,0.195036,4
118.500707,99.9900000000,1,-1,1,99.8922827876,0.0100000000,0.221372,5
118.502145,99.9900000000,1,-1,1,99.8778323138,0.0100000000,0.222648,6
118.513018,100.0000000000,1,1,1,99.8963658898,0.0100000000,0.117429,1
118.514699,99.9900000000,1,-1,0,99.8896521765,0.0100000000,0.170946,7
118.536814,99.9900000000,1,-1,0,99.8909830259,0.0100000000,0.140202,8
118.541507,100.0000000000,1,1,1,99.9013006106,0.0100000000,0.144464,2
118.544036,99.9900000000,1,-1,0,99.8871228565,0.0100000000,0.135914,9
118.548687,99.9800000000,1,-1,0,99.9167389096,0.0200000000,0.951261,16
118.551035,99.9800000000,1,-1,0,99.9069632772,0.0200000000,0.930894,16
118.551739,100.0000000000,1,1,1,99.9097280018,0.0200000000,0.150961,3
118.558587,99.9800000000,1,-1,0,99.9163642629,0.0200000000,0.757832,9
118.573745,99.9800000000,1,-1,1,99.9089104501,0.0200000000,0.407962,3
118.575890,99.9800000000,1,-1,0,99.9140886402,0.0200000000,0.207644,4
118.593849,99.9800000000,1,-1,0,99.9128453153,0.0200000000,0.180754,5
118.595567,100.0000000000,1,1,1,99.9196335613,0.0200000000,0.192305,4
118.597477,100.0000000000,1,1,1,99.9009216755,0.0200000000,0.189231,4
118.597604,99.9800000000,1,-1,0,99.9009359758,0.0200000000,0.158493,6
118.602720,99.9700000000,1,-1,1,99.8958656383,0.0300000000,1.697823,0
118.606482,99.9700000000,1,-1,1,99.9025620539,0.0300000000,1.682292,1
118.607808,99.9700000000,1,-1,1,99.8998828571,0.0300000000,1.575970,2
118.607863,99.9700000000,1,-1,1,99.9033561706,0.0300000000,1.465882,3
118.611892,99.9700000000,1,-1,1,99.9055084963,0.0300000000,1.465707,4
118.617274,99.9800000000,1,1,1,99.9251752744,0.0100000000,0.000792,0
118.653926,99.9700000000,1,-1,0,99.9738298841,0.0100000000,1.381109,5
118.672087,99.9800000000,1,1,1,99.9942779168,0.0100000000,0.054279,0
118.698393,99.9800000000,1,1,1,99.9785087534,0.0100000000,0.080530,1
118.711784,99.9800000000,1,1,1,100.0028286031,0.0100000000,0.093079,2
118.712344,99.9800000000,1,1,1,100.0055029555,0.0100000000,0.090452,3
118.715979,99.9800000000,1,1,1,100.0021427801,0.0100000000,0.090740,4
118.721403,99.9800000000,1,1,1,100.0061120989,0.0100000000,0.083800,5
118.734412,99.9800000000,1,1,1,100.0136940758,0.0100000000,0.095054,6
118.737563,99.9800000000,1,1,1,99.9996466869,0.0100000000,0.097666,7
118.753946,99.9800000000,1,1,1,99.9862248197,0.0100000000,0.111227,8
118.794395,99.9900000000,1,1,1,99.9827295018,0.0100000000,0.178505,0
118.800391,99.9900000000,1,1,1,99.9886020788,0.0100000000,0.182982,1
118.817199,99.9900000000,1,1,1,100.0080462401,0.0100000000,0.198362,2
118.823268,99.9900000000,1,1,1,100.0229970581,0.0100000000,0.203347,3
118.826263,99.9900000000,1,1,1,100.0328264583,0.0100000000,0.205310,4
118.827089,99.9900000000,1,1,1,100.0373929752,0.0100000000,0.205389,5
118.845857,99.9900000000,1,1,1,100.0505342361,0.0100000000,0.221317,6
118.864549,99.9900000000,1,1,1,100.0567752139,0.0100000000,0.234102,7
118.875586,99.9900000000,1,1,1,100.0522069257,0.0100000000,0.241736,8
118.879611,99.9800000000,1,-1,0,100.0386619716,0.0100000000,0.123661,0
118.883931,99.9900000000,1,1,1,100.0612961710,0.0100000000,0.248364,9
118.897039,99.9900000000,1,1,1,100.0850733386,0.0100000000,0.259562,10
118.898995,99.9800000000,1,-1,0,100.0889268774,0.0200000000,0.141670,1
118.916500,99.9800000000,1,-1,0,100.0974242763,0.0200000000,0.154523,3
118.926335,99.9800000000,1,-1,0,100.0818102252,0.0200000000,0.164141,4
118.930691,100.0000000000,1,1,0,100.1170121631,0.0200000000,0.293671,1
118.935248,100.0000000000,1,1,0,100.1380851891,0.0200000000,0.291464,2
118.935572,99.9800000000,1,-1,1,100.1399905136,0.0300000000,0.059439,5
118.938934,99.9800000000,1,-1,1,100.1452330848,0.0300000000,0.060457,6
118.939252,100.0100000000,1,1,0,100.1472163762,0.0400000000,0.476515,0
118.942994,100.0100000000,1,1,0,100.1485934544,0.0400000000,0.424429,1
118.943257,100.0100000000,1,1,0,100.1458781357,0.0400000000,0.298738,2
118.953960,100.0100000000,1,1,1,100.1352254232,0.0100000000,0.114707,3
118.954175,100.0200000000,1,1,0,100.1360949221,0.0200000000,0.549226,0
118.958724,100.0000000000,1,-1,1,100.1406585279,0.0200000000,0.009790,0
118.960212,100.0200000000,1,1,0,100.1401259468,0.0200000000,0.555137,1
118.970980,100.0000000000,1,-1,1,100.1717864541,0.0200000000,0.021728,1
118.971075,100.0200000000,1,1,0,100.1698620934,0.0200000000,0.330313,2
118.985745,100.0200000000,1,1,0,100.1971014673,0.0200000000,0.195633,3
118.992091,100.0300000000,1,1,1,100.1886510473,0.0300000000,0.709464,2
119.001701,100.0000000000,1,-1,1,100.2054441087,0.0300000000,0.051054,2
119.001804,100.0300000000,1,1,1,100.2062831050,0.0300000000,0.717906,3
119.006604,100.0300000000,1,1,1,100.1814923610,0.0300000000,0.720912,4
119.012095,100.0000000000,1,-1,1,100.1813616920,0.0300000000,0.061112,3
119.012905,100.0300000000,1,1,1,100.1731218998,0.0300000000,0.726643,5
119.018449,100.0300000000,1,1,1,100.1783317005,0.0300000000,0.728763,5
119.053299,100.0300000000,1,1,1,100.2175009248,0.0300000000,0.754025,6
119.072437,100.0300000000,1,1,1,100.1968904188,0.0300000000,0.772484,7
119.083768,100.0300000000,1,1,0,100.1975135369,0.0100000000,0.332714,7
119.102989,100.0300000000,1,1,1,100.1930180136,0.0100000000,0.256855,8
119.103446,100.0400000000,1,1,1,100.1971993501,0.0200000000,0.827120,0
119.104696,100.0400000000,1,1,1,100.1908068336,0.0200000000,0.825361,1
119.109705,100.0200000000,1,-1,1,100.1676303779,0.0200000000,0.032370,0
119.114820,100.0400000000,1,1,1,100.1687060239,0.0200000000,0.835323,2
119.115821,100.0400000000,1,1,0,100.1616069331,0.0200000000,0.384588,4
119.130311,100.0400000000,1,1,0,100.1119504276,0.0200000000,0.386095,5
119.140753,100.0500000000,1,1,1,100.1233914347,0.0300000000,8.420510,3
119.143421,100.0500000000,1,1,1,100.1148914304,0.0300000000,8.422512,4
119.153237,100.0500000000,1,1,1,100.0941046426,0.0300000000,6.593351,5
119.153363,100.0500000000,1,1,1,100.0932773998,0.0300000000,2.248467,4
119.167260,100.0500000000,1,1,1,100.0774910775,0.0100000000,2.243071,5
119.168334,100.0500000000,1,1,1,100.0834965503,0.0100000000,2.136496,6
119.171722,100.0500000000,1,1,0,100.0882069830,0.0100000000,1.926852,8
119.188868,100.0500000000,1,1,0,100.0981643768,0.0100000000,1.921063,9
119.192557,100.0400000000,1,-1,0,100.0947695644,0.0100000000,0.032950,0
119.199430,100.0500000000,1,1,0,100.1306099076,0.0100000000,1.696237,13
119.202562,100.0500000000,1,1,0,100.1173450580,0.0100000000,1.667597,14
119.206823,100.0500000000,1,1,0,100.0937522064,0.0100000000,1.313094,20
119.207075,100.0500000000,1,1,0,100.0965577934,0.0100000000,1.302930,21
119.216365,100.0500000000,1,1,0,100.1041336448,0.0100000000,1.201722,20
119.217902,100.0500000000,1,1,0,100.1030142958,0.0100000000,0.494337,17
119.224857,100.0500000000,1,1,0,100.1084740474,0.0100000000,0.436860,17
119.227620,100.0600000000,1,1,1,100.0932790291,0.0200000000,10.862611,5
119.230638,100.0600000000,1,1,1,100.1020791162,0.0200000000,10.865475,6
119.238883,100.0600000000,1,1,1,100.1155181608,0.0200000000,10.873410,7
119.240998,100.0600000000,1,1,1,100.1192611136,0.0200000000,10.875222,8
119.248911,100.0400000000,1,-1,1,100.0937186019,0.0200000000,0.058291,1
119.254086,100.0600000000,1,1,1,100.0875625867,0.0200000000,10.880250,8
119.263415,100.0400000000,1,-1,1,100.1014214639,0.0200000000,0.071460,2
119.272405,100.0600000000,1,1,1,100.0945609595,0.0200000000,10.893000,10
119.276411,100.0600000000,1,1,1,100.1027956029,0.0200000000,10.893266,11
119.339515,100.0600000000,1,1,1,100.0591553878,0.0100000000,10.955817,12
119.364423,100.0600000000,1,1,1,100.0420474413,0.0100000000,9.921489,12
119.372692,100.0500000000,1,-1,1,100.0277443725,0.0100000000,0.069278,0
119.382796,100.0500000000,1,-1,1,100.0278392066,0.0100000000,0.079032,1
119.401373,100.0500000000,1,-1,1,100.0243998034,0.0100000000,0.096057,2
119.436725,100.0600000000,1,1,1,100.0248278296,0.0100000000,9.973681,13
119.458206,100.0500000000,1,-1,1,100.0293713599,0.0100000000,0.152640,3
119.493651,100.0600000000,1,1,1,100.0678201212,0.0100000000,10.030466,14
119.501542,100.0600000000,1,1,1,100.0756206474,0.0100000000,10.033427,15
119.502286,100.0600000000,1,1,1,100.0753445642,0.0100000000,10.033747,16
119.511594,100.0600000000,1,1,1,100.0666978823,0.0100000000,9.814516,18
119.513770,100.0600000000,1,1,1,100.0700806770,0.0100000000,9.812220,19
119.518342,100.0600000000,1,1,1,100.0661463506,0.0100000000,9.800314,20
119.548136,100.0500000000,1,-1,1,100.0008800016,0.0100000000,0.235730,5
119.558182,100.0500000000,1,-1,0,99.9944185521,0.0100000000,0.231333,7
119.593372,100.0600000000,1,1,1,100.0789225724,0.0100000000,9.874157,21
119.596065,100.0600000000,1,1,1,100.0809339249,0.0100000000,9.770405,23
119.596797,100.0600000000,1,1,1,100.0790208837,0.0100000000,9.636188,25
119.604498,100.0500000000,1,-1,0,100.0904931657,0.0100000000,0.158855,4
119.627691,100.0600000000,1,1,1,100.0882377037,0.0100000000,9.567563,28
119.629569,100.0600000000,1,1,1,100.1071935794,0.0100000000,9.568044,29
119.640058,100.0600000000,1,1,1,100.0939505061,0.0100000000,9.577500,30
119.641426,100.0600000000,1,1,1,100.0947108854,0.0100000000,9.578686,31
119.647810,100.0500000000,1,-1,0,100.1051188642,0.0100000000,0.147217,4
119.661002,100.0600000000,1,1,1,100.0958083013,0.0100000000,9.592745,32
119.672848,100.0600000000,1,1,1,100.0666366795,0.0100000000,9.604011,33
119.682172,100.0600000000,1,1,1,100.0603830855,0.0100000000,9.610057,34
119.683556,100.0600000000,1,1,1,100.0620889143,0.0100000000,9.611209,35
119.695438,100.0600000000,1,1,1,100.0911166346,0.0100000000,9.622704,36
119.713919,100.0500000000,1,-1,1,100.1023101306,0.0100000000,0.185577,4
119.717787,100.0600000000,1,1,1,100.1141587700,0.0100000000,9.643711,37
119.718097,100.0600000000,1,1,1,100.1114134964,0.0100000000,9.643126,38
119.719224,100.0600000000,1,1,1,100.1183860674,0.0100000000,9.016143,31
119.721264,100.0600000000,1,1,1,100.1068527579,0.0100000000,9.016892,32
119.725828,100.0600000000,1,1,1,100.0931806224,0.0100000000,2.820411,32
119.732400,100.0600000000,1,1,1,100.0956803619,0.0100000000,2.819275,33
119.767037,100.0500000000,1,-1,1,100.0685582989,0.0100000000,0.238505,5
119.792359,100.0500000000,1,-1,1,100.0528946588,0.0100000000,0.261456,6
119.812548,100.0500000000,1,-1,1,100.0780382946,0.0100000000,0.279930,7
119.840654,100.0500000000,1,-1,1,100.0578426098,0.0100000000,0.299111,8
119.871953,100.0500000000,1,-1,1,100.0243104516,0.0100000000,0.329667,9
119.878212,100.0500000000,1,-1,1,100.0228977114,0.0100000000,0.324441,9
119.881631,100.0500000000,1,-1,1,100.0286562612,0.0100000000,0.326719,10
119.901628,100.0500000000,1,-1,0,100.0374807452,0.0100000000,0.154512,7
119.904167,100.0400000000,1,-1,1,100.0288214187,0.0200000000,0.710930,2
119.908907,100.0600000000,1,1,1,100.0340378173,0.0200000000,2.988996,34
119.909574,100.0600000000,1,1,1,100.0256940806,0.0200000000,2.987516,35
119.923485,100.0400000000,1,-1,1,100.0261697306,0.0100000000,0.730122,3
119.970328,100.0400000000,1,-1,1,99.9782177758,0.0100000000,0.775648,4
119.992521,100.0500000000,1,1,0,99.9555094877,0.0100000000,0.074028,0
119.993914,100.0400000000,1,-1,1,99.9625996199,0.0100000000,0.795047,5
119.995505,100.0400000000,1,-1,1,99.9573454777,0.0100000000,0.795898,6
119.996092,100.0400000000,1,-1,1,99.9573850581,0.0100000000,0.795565,7
119.997647,100.0500000000,1,1,0,99.9515107716,0.0100000000,0.044629,1
120.007469,100.0400000000,1,-1,1,99.9342237144,0.0200000000,0.802858,8
120.022490,100.0400000000,1,-1,1,99.9132807749,0.0100000000,0.815229,9
120.033460,100.0500000000,1,1,1,99.9065671083,0.0100000000,0.023133,0
120.037170,100.0400000000,1,-1,1,99.9282274682,0.0100000000,0.828836,10
