step,equity,inventory,bid,ask,bid_missing,ask_missing,t,mid_mark,microprice,spread,bid_sz,ask_sz,imbalance,cash,inv_value,realized_pnl,unreal_pnl,fees_paid,mm_fills,mm_cancels_sub,mm_cancels_ok,mm_bid_px,mm_ask_px,mm_bid_qty,mm_ask_qty,mm_at_best_bid,mm_at_best_ask,tob_share_bid,tob_share_ask,last_trade_px,last_trade_sign
2664,245.9478000024,63,99.9600000000,99.9700000000,0,0,266.500000,99.9500000000,99.9608333333,0.0100000000,1,11,-0.833333,-6050.9021999976,6296.8500000000,243.0560205089,-1.9860205090,-4.8778000000,24389,33290,3300,99.7200000000,99.9700000000,1,1,0,1,nan,0.0909090909,99.9700000000,1
2665,247.2396000024,58,99.9500000000,99.9700000000,0,0,266.600000,99.9700000000,99.9652380952,0.0200000000,16,5,0.523810,-5551.0203999976,5798.2600000000,242.9766093192,-0.6166093193,-4.8796000000,24398,33297,3301,99.8400000000,99.9700000000,1,1,0,1,nan,0.2000000000,99.9700000000,1
2666,247.8300000024,58,99.9500000000,99.9700000000,0,0,266.700000,99.9800000000,99.9660000000,0.0200000000,16,4,0.600000,-5551.0099999976,5798.8400000000,242.9564972968,-0.0064972969,-4.8800000000,24400,33306,3303,99.8100000000,99.9600000000,1,0,0,0,nan,nan,99.9600000000,1
2667,247.3510000024,63,99.9500000000,99.9600000000,0,0,266.800000,99.9700000000,99.9578571429,0.0100000000,11,3,0.571429,-6050.7589999976,6298.1100000000,242.9564972968,-0.4864972969,-4.8810000000,24405,33315,3304,99.7700000000,99.9600000000,1,0,0,1,nan,0.0000000000,99.9500000000,-1
2668,253.2518000024,59,99.9500000000,99.9700000000,0,0,266.900000,100.0700000000,99.9681818182,0.0200000000,10,1,0.818182,-5650.8781999976,5904.1300000000,242.9256085796,5.4443914204,-4.8818000000,24409,33323,3305,99.8400000000,99.9700000000,1,1,0,1,nan,1.0000000000,99.9700000000,1
2669,253.7126000024,57,99.9500000000,100.0000000000,0,0,267.000000,100.0800000000,99.9950000000,0.0500000000,9,1,0.800000,-5450.8473999976,5704.5600000000,242.9724420416,5.8575579583,-4.8826000000,24413,33328,3306,nan,100.0100000000,0,1,0,0,nan,nan,99.9500000000,-1
2670,250.2548000024,48,100.0000000000,100.0100000000,0,0,267.100000,100.0200000000,100.0020000000,0.0100000000,2,8,-0.600000,-4550.7051999976,4800.9600000000,243.2906396219,2.0793603781,-4.8848000000,24424,33334,3306,99.9500000000,100.0100000000,1,1,0,1,nan,0.1250000000,100.0100000000,1
2671,246.8856000024,52,99.9500000000,99.9700000000,0,0,267.200000,99.9500000000,99.9580000000,0.0200000000,2,3,-0.200000,-4950.5143999976,5197.4000000000,243.2906396219,-1.2906396219,-4.8856000000,24428,33359,3308,99.9100000000,99.9900000000,1,1,0,0,nan,nan,99.9500000000,-1
2672,244.5870000024,59,99.9400000000,99.9500000000,0,0,267.300000,99.9100000000,99.9473809524,0.0100000000,31,11,0.476190,-5650.1029999976,5894.6900000000,243.2906396219,-3.5906396219,-4.8870000000,24435,33403,3310,99.8200000000,99.9500000000,1,1,0,1,nan,0.0909090909,99.9400000000,-1
2673,250.2790000024,65,99.9400000000,99.9500000000,0,0,267.400000,100.0000000000,99.9471875000,0.0100000000,23,9,0.437500,-6249.7209999976,6500.0000000000,243.2562921705,2.1337078295,-4.8890000000,24445,33417,3311,99.7400000000,99.9500000000,1,1,0,1,nan,0.1111111111,99.9500000000,1
2674,249.9408000024,58,99.9400000000,99.9600000000,0,0,267.500000,100.0000000000,99.9518918919,0.0200000000,22,15,0.189189,-5550.0591999976,5800.0000000000,243.1193629365,1.9306370635,-4.8908000000,24454,33433,3312,99.8400000000,99.9500000000,1,0,0,0,nan,nan,99.9500000000,1
2675,250.2220000024,52,99.9400000000,99.9600000000,0,0,267.600000,100.0100000000,99.9531428571,0.0200000000,23,12,0.314286,-4950.2979999976,5200.5200000000,243.0790840120,2.2509159879,-4.8920000000,24460,33439,3313,99.8500000000,99.9600000000,1,1,0,1,nan,0.0833333333,99.9600000000,1
2676,248.4546000024,41,99.9400000000,99.9500000000,0,0,267.700000,99.9800000000,99.9496000000,0.0100000000,24,1,0.920000,-3850.7253999976,4099.1800000000,242.9903475145,0.5696524855,-4.8946000000,24473,33444,3313,99.8900000000,99.9500000000,1,1,0,1,nan,1.0000000000,99.9500000000,1
2677,243.3056000024,44,99.9400000000,99.9600000000,0,0,267.800000,99.8600000000,99.9589473684,0.0200000000,18,1,0.894737,-4150.5343999976,4393.8400000000,242.9742414776,-4.5642414776,-4.8956000000,24478,33448,3315,nan,99.9500000000,0,0,0,0,nan,nan,99.9500000000,1
2678,244.8268000024,50,99.9400000000,99.9700000000,0,0,267.900000,99.9000000000,99.9592857143,0.0300000000,9,5,0.285714,-4750.1731999976,4995.0000000000,242.9742414776,-3.0442414776,-4.8968000000,24484,33457,3315,99.7500000000,99.9500000000,1,0,0,0,nan,nan,99.9400000000,-1
2679,246.8278000024,55,99.9400000000,99.9700000000,0,0,268.000000,99.9400000000,99.9528571429,0.0300000000,3,4,-0.142857,-5249.8721999976,5496.7000000000,242.9742414776,-1.0442414776,-4.8978000000,24489,33475,3316,99.7900000000,99.9500000000,1,0,0,0,nan,nan,99.9700000000,1
2680,248.6688000024,60,99.9300000000,99.9400000000,0,0,268.100000,99.9700000000,99.9389473684,0.0100000000,17,2,0.789474,-5749.5311999976,5998.2000000000,242.9742414776,0.7957585224,-4.8988000000,24494,33485,3317,99.8100000000,99.9500000000,1,0,0,0,nan,nan,99.9300000000,-1
2681,253.0504000024,56,99.9300000000,99.9700000000,0,0,268.200000,100.0500000000,99.9611111111,0.0400000000,14,4,0.555556,-5349.7495999976,5602.8000000000,242.8782005032,5.2717994967,-4.9004000000,24502,33491,3318,99.8500000000,99.9400000000,1,0,0,0,nan,nan,99.9400000000,1
2682,248.0608000024,58,99.9600000000,99.9700000000,0,0,268.300000,99.9600000000,99.9650000000,0.0100000000,1,1,0.000000,-5549.6191999976,5797.6800000000,242.8782005032,0.2817994967,-4.9008000000,24504,33496,3319,99.9400000000,100.0000000000,1,1,0,0,nan,nan,99.9600000000,-1
2683,247.6216000024,54,99.9700000000,99.9800000000,0,0,268.400000,99.9500000000,99.9716666667,0.0100000000,1,5,-0.666667,-5149.6783999976,5397.3000000000,242.9976349513,-0.2776349513,-4.9016000000,24508,33512,3321,99.8200000000,99.9800000000,1,1,0,1,nan,0.2000000000,99.9800000000,1
2684,248.7526000024,49,99.9800000000,99.9900000000,0,0,268.500000,99.9700000000,99.9816666667,0.0100000000,1,5,-0.666667,-4649.7773999976,4898.5300000000,243.1219280113,0.7280719886,-4.9026000000,24513,33512,3321,99.8200000000,99.9900000000,1,1,0,1,nan,0.2000000000,99.9900000000,1
2685,246.8344000024,40,99.9500000000,99.9700000000,0,0,268.600000,99.9200000000,99.9633333333,0.0200000000,2,1,0.333333,-3749.9655999976,3996.8000000000,243.3356555195,-1.4056555195,-4.9044000000,24522,33523,3322,99.9000000000,99.9700000000,1,1,0,1,nan,1.0000000000,99.9700000000,1
2686,247.3652000024,38,99.9400000000,99.9600000000,0,0,268.700000,99.9300000000,99.9550000000,0.0200000000,6,2,0.500000,-3549.9747999976,3797.3400000000,243.4006195962,-0.9406195963,-4.9052000000,24526,33532,3323,99.8400000000,99.9600000000,1,1,0,1,nan,0.5000000000,99.9600000000,1
2687,247.4158000024,37,99.9400000000,99.9500000000,0,0,268.800000,99.9300000000,99.9415384615,0.0100000000,2,11,-0.692308,-3449.9941999976,3697.4100000000,243.4115015424,-0.9015015424,-4.9058000000,24529,33548,3324,99.8600000000,99.9500000000,1,1,0,1,nan,0.0909090909,99.9400000000,-1
2688,250.1582000024,25,99.9400000000,99.9600000000,0,0,268.900000,100.0300000000,99.9480000000,0.0200000000,2,3,-0.200000,-2250.5917999976,2500.7500000000,243.3591226638,1.8908773362,-4.9082000000,24541,33557,3326,nan,nan,0,0,0,0,nan,nan,99.9600000000,1
2689,248.6784000024,26,99.9600000000,99.9700000000,0,0,269.000000,99.9700000000,99.9616666667,0.0100000000,1,5,-0.666667,-2350.5415999976,2599.2200000000,243.3591226638,0.4108773362,-4.9084000000,24542,33581,3326,99.9400000000,100.0200000000,1,1,0,0,nan,nan,99.9500000000,-1
2690,248.8804000024,18,99.9500000000,99.9700000000,0,0,269.100000,99.9800000000,99.9525000000,0.0200000000,1,7,-0.750000,-1550.7595999976,1799.6400000000,243.5015703301,0.4684296699,-4.9104000000,24552,33601,3328,99.9000000000,99.9700000000,1,1,0,1,nan,0.1428571429,99.9500000000,-1
2691,248.8422000024,13,99.9700000000,99.9800000000,0,0,269.200000,99.9800000000,99.9708333333,0.0100000000,1,11,-0.833333,-1050.8977999976,1299.7400000000,243.6037374239,0.3262625760,-4.9122000000,24561,33618,3330,99.9600000000,100.0200000000,1,1,0,0,nan,nan,99.9800000000,1
2692,248.3730000024,17,99.9700000000,99.9800000000,0,0,269.300000,99.9500000000,99.9730000000,0.0100000000,6,14,-0.400000,-1450.7769999976,1699.1500000000,243.6037374239,-0.1437374240,-4.9130000000,24565,33640,3332,99.9700000000,100.0100000000,1,1,1,0,0.1666666667,nan,99.9800000000,1
2693,247.1142000024,23,99.9600000000,99.9700000000,0,0,269.400000,99.9000000000,99.9637500000,0.0100000000,3,5,-0.250000,-2050.5857999976,2297.7000000000,243.6037374239,-1.4037374240,-4.9142000000,24571,33648,3334,99.8200000000,99.9700000000,1,1,0,1,nan,0.2000000000,99.9600000000,-1
2694,249.1654000024,21,99.9600000000,99.9700000000,0,0,269.500000,99.9900000000,99.9633333333,0.0100000000,1,2,-0.333333,-1850.6245999976,2099.7900000000,243.6399048190,0.6100951810,-4.9154000000,24577,33660,3336,nan,nan,0,0,0,0,nan,nan,99.9700000000,1
2695,249.0564000024,24,99.9500000000,99.9700000000,0,0,269.600000,99.9800000000,99.9521052632,0.0200000000,2,17,-0.789474,-2150.4635999976,2399.5200000000,243.6489569705,0.4910430295,-4.9164000000,24582,33677,3336,99.9400000000,99.9700000000,1,1,0,1,nan,0.0588235294,99.9600000000,1
2696,247.9880000024,20,99.9400000000,99.9500000000,0,0,269.700000,99.9300000000,99.9493750000,0.0100000000,15,1,0.875000,-1750.6119999976,1998.6000000000,243.6235786682,-0.5535786682,-4.9180000000,24590,33705,3338,99.8400000000,99.9500000000,1,1,0,1,nan,1.0000000000,99.9400000000,-1
2697,248.1988000024,22,99.9400000000,99.9600000000,0,0,269.800000,99.9400000000,99.9526315789,0.0200000000,12,7,0.263158,-1950.4811999976,2198.6800000000,243.6167415888,-0.3367415888,-4.9188000000,24594,33710,3339,99.8500000000,99.9600000000,1,1,0,1,nan,0.1428571429,99.9400000000,-1
2698,248.4800000024,24,99.9400000000,99.9500000000,0,0,269.900000,99.9500000000,99.9462500000,0.0100000000,10,6,0.250000,-2150.3199999976,2398.8000000000,243.6261287170,-0.0661287171,-4.9200000000,24600,33723,3341,99.8300000000,99.9500000000,1,1,0,1,nan,0.1666666667,99.9400000000,-1
2699,246.6714000024,23,99.9400000000,99.9500000000,0,0,270.000000,99.8700000000,99.9430000000,0.0100000000,3,7,-0.400000,-2050.3385999976,2297.0100000000,243.6195579676,-1.8695579676,-4.9214000000,24607,33732,3342,99.8200000000,99.9500000000,1,1,0,1,nan,0.1428571429,99.9400000000,-1
2700,248.8524000024,18,99.9300000000,99.9400000000,0,0,270.100000,99.9700000000,99.9375757576,0.0100000000,25,8,0.515152,-1550.6075999976,1799.4600000000,243.5931323224,0.3368676775,-4.9224000000,24612,33736,3342,99.8100000000,99.9400000000,1,1,0,1,nan,0.1250000000,99.9400000000,1
2701,248.0332000024,14,99.9300000000,99.9400000000,0,0,270.200000,99.9200000000,99.9380645161,0.0100000000,25,6,0.612903,-1150.8467999976,1398.8800000000,243.5479918063,-0.4379918064,-4.9232000000,24616,33746,3343,99.8700000000,99.9400000000,1,1,0,1,nan,0.1666666667,99.9400000000,1
2702,247.5440000024,16,99.9300000000,99.9400000000,0,0,270.300000,99.8900000000,99.9381481481,0.0100000000,22,5,0.629630,-1350.6959999976,1598.2400000000,243.5404628765,-0.9204628766,-4.9240000000,24620,33757,3344,99.8600000000,99.9400000000,1,1,0,1,nan,0.2000000000,99.9400000000,1
2703,246.8674000024,27,99.9300000000,99.9400000000,0,0,270.400000,99.8800000000,99.9372727273,0.0100000000,8,3,0.454545,-2449.8925999976,2696.7600000000,243.5325198205,-1.5925198205,-4.9274000000,24637,33770,3345,99.8300000000,99.9400000000,1,0,0,1,nan,0.0000000000,99.9400000000,1
2704,251.8180000024,30,99.9300000000,99.9500000000,0,0,270.500000,100.0500000000,99.9322222222,0.0200000000,1,8,-0.777778,-2749.6819999976,3001.5000000000,243.5325198205,3.3574801795,-4.9280000000,24640,33778,3346,99.8600000000,99.9500000000,1,1,0,1,nan,0.1250000000,99.9500000000,1
2705,255.3590000024,25,99.9500000000,99.9700000000,0,0,270.600000,100.2100000000,99.9560000000,0.0200000000,6,14,-0.400000,-2249.8909999976,2505.2500000000,243.6320998504,6.7979001496,-4.9290000000,24645,33804,3347,99.9500000000,100.0800000000,1,1,1,0,0.1666666667,nan,99.9600000000,1
2706,254.9004000024,22,99.9500000000,99.9700000000,0,0,270.700000,100.2200000000,99.9571428571,0.0200000000,5,9,-0.285714,-1949.9395999976,2204.8400000000,243.7876256179,6.1823743821,-4.9304000000,24652,33808,3349,nan,nan,0,0,0,0,nan,nan,99.9700000000,1
2707,253.0630000024,15,99.9600000000,99.9800000000,0,0,270.800000,100.2100000000,99.9656000000,0.0200000000,7,18,-0.440000,-1250.0869999976,1503.1500000000,244.1102628787,4.0197371213,-4.9330000000,24665,33822,3349,99.9600000000,100.2100000000,1,1,1,0,0.1428571429,nan,99.9800000000,1
2708,252.6246000024,11,99.9700000000,99.9800000000,0,0,270.900000,100.2500000000,99.9764285714,0.0100000000,18,10,0.285714,-850.1253999976,1102.7500000000,244.3269186805,3.3630813195,-4.9346000000,24673,33850,3351,99.9700000000,100.1800000000,1,1,1,0,0.0555555556,nan,99.9800000000,1
2709,251.2766000024,5,99.9700000000,99.9900000000,0,0,271.000000,100.3000000000,99.9800000000,0.0200000000,16,16,0.000000,-250.2233999976,501.5000000000,244.5984989674,1.7415010326,-4.9366000000,24683,33867,3352,99.9700000000,100.2500000000,1,1,1,0,0.0625000000,nan,99.9900000000,1
2710,249.9082000024,1,99.9800000000,99.9900000000,0,0,271.100000,100.1300000000,99.9859090909,0.0100000000,13,9,0.181818,149.7782000024,100.1300000000,244.7969284239,0.1730715761,-4.9382000000,24691,33888,3354,99.9800000000,100.2800000000,1,1,1,0,0.0769230769,nan,99.9900000000,1
2711,249.8590000024,1,99.9800000000,99.9900000000,0,0,271.200000,100.0600000000,99.9891666667,0.0100000000,11,1,0.833333,149.7990000024,100.0600000000,244.8400000000,0.0800000000,-4.9390000000,24695,33895,3355,99.9800000000,100.0700000000,1,1,1,0,0.0909090909,nan,99.9900000000,1
2712,248.9810000024,-7,99.9800000000,100.0000000000,0,0,271.300000,100.1200000000,99.9900000000,0.0200000000,10,10,0.000000,949.8210000024,-700.8400000000,244.8800000000,-0.8400000000,-4.9410000000,24705,33903,3355,99.9800000000,100.1000000000,1,1,1,0,0.1000000000,nan,100.0000000000,1
2713,249.1726000024,-7,99.9900000000,100.0100000000,0,0,271.400000,100.1000000000,99.9970270270,0.0200000000,13,24,-0.297297,949.8726000024,-700.7000000000,244.9200000000,-0.6900000000,-4.9426000000,24713,33927,3357,99.9900000000,100.1500000000,1,1,1,0,0.0769230769,nan,100.0100000000,1
2714,249.1642000024,-13,100.0000000000,100.0100000000,0,0,271.500000,100.0600000000,100.0031818182,0.0100000000,7,15,-0.363636,1549.9442000024,-1300.7800000000,244.9233333333,-0.7033333333,-4.9442000000,24721,33939,3359,100.0000000000,100.0900000000,1,1,1,0,0.1428571429,nan,100.0100000000,1
2715,248.2568000024,-26,100.0000000000,100.0100000000,0,0,271.600000,100.0700000000,100.0087500000,0.0100000000,7,1,0.750000,2850.0768000024,-2601.8200000000,244.9233333333,-1.6133333333,-4.9468000000,24734,33953,3360,100.0000000000,100.1500000000,1,1,1,0,0.1428571429,nan,100.0100000000,1
2716,248.5388000024,-34,100.0100000000,100.0200000000,0,0,271.700000,100.0500000000,100.0164705882,0.0100000000,11,6,0.294118,3650.2388000024,-3401.7000000000,244.9235353535,-1.3335353535,-4.9488000000,24744,33972,3362,100.0100000000,100.1600000000,1,1,1,0,0.0909090909,nan,100.0200000000,1
2717,248.4400000024,-38,100.0100000000,100.0300000000,0,0,271.800000,100.0500000000,100.0176923077,0.0200000000,10,16,-0.230769,4050.3400000024,-3801.9000000000,244.9248260381,-1.4348260382,-4.9500000000,24750,33981,3363,100.0100000000,100.1300000000,1,1,1,0,0.1000000000,nan,100.0300000000,1
2718,250.5420000024,-44,100.0200000000,100.0300000000,0,0,271.900000,100.0000000000,100.0211111111,0.0100000000,1,8,-0.777778,4650.5420000024,-4400.0000000000,244.9151670172,0.6748329828,-4.9520000000,24760,33986,3364,100.0200000000,100.1100000000,0,1,1,0,0.0000000000,nan,100.0200000000,-1
2719,245.6222000024,-45,100.0200000000,100.0300000000,0,0,272.000000,100.1100000000,100.0233333333,0.0100000000,1,2,-0.333333,4750.5722000024,-4504.9500000000,244.9151670172,-4.2451670172,-4.9522000000,24761,33997,3365,100.0200000000,100.0900000000,0,1,1,0,0.0000000000,nan,100.0300000000,1
2720,246.7028000024,-42,100.0300000000,100.0400000000,0,0,272.100000,100.0900000000,100.0325000000,0.0100000000,1,3,-0.500000,4450.4828000024,-4203.7800000000,244.8721558827,-3.1221558827,-4.9528000000,24764,34004,3366,100.0300000000,100.2200000000,0,1,1,0,0.0000000000,nan,100.0300000000,-1
2721,243.7940000024,-46,100.0400000000,100.0500000000,0,0,272.200000,100.1500000000,100.0421428571,0.0100000000,3,11,-0.571429,4850.6940000024,-4606.9000000000,244.8478188379,-6.0078188379,-4.9540000000,24770,34014,3367,100.0400000000,100.1700000000,1,1,1,0,0.3333333333,nan,100.0500000000,1
2722,240.0060000024,-56,100.0400000000,100.0600000000,0,0,272.300000,100.2000000000,100.0422222222,0.0200000000,2,16,-0.777778,5851.2060000024,-5611.2000000000,244.8478188379,-9.7978188379,-4.9560000000,24780,34030,3369,nan,100.3200000000,0,1,0,0,nan,nan,100.0600000000,1
2723,243.3968000024,-56,100.0500000000,100.0600000000,0,0,272.400000,100.1400000000,100.0533333333,0.0100000000,7,14,-0.333333,5851.2368000024,-5607.8400000000,244.8091234400,-6.3691234401,-4.9568000000,24784,34042,3369,100.0500000000,100.3300000000,1,1,1,0,0.1428571429,nan,100.0500000000,-1
2724,247.2880000024,-60,100.0500000000,100.0600000000,0,0,272.500000,100.0700000000,100.0560000000,0.0100000000,6,4,0.200000,6251.4880000024,-6004.2000000000,244.7859809236,-2.4559809236,-4.9580000000,24790,34051,3370,100.0500000000,100.2500000000,1,1,1,0,0.1666666667,nan,100.0600000000,1
2725,243.7306000024,-61,100.0600000000,100.0700000000,0,0,272.600000,100.1300000000,100.0650000000,0.0100000000,1,1,0.000000,6351.6606000024,-6107.9300000000,244.6588602286,-5.8888602286,-4.9606000000,24803,34061,3372,100.0600000000,100.2400000000,1,1,1,0,1.0000000000,nan,100.0700000000,1
2726,249.7322000025,-57,100.0200000000,100.0500000000,0,0,272.700000,100.0300000000,100.0350000000,0.0300000000,1,1,0.000000,5951.4422000025,-5701.7100000000,244.4857315100,0.2842684899,-4.9622000000,24811,34065,3373,100.0700000000,100.2300000000,0,1,0,0,nan,nan,100.0200000000,-1
2727,251.9132000025,-52,100.0100000000,100.0300000000,0,0,272.800000,99.9900000000,100.0280000000,0.0200000000,9,1,0.800000,5451.3932000025,-5199.4800000000,244.6106673425,2.3393326575,-4.9632000000,24816,34070,3374,100.0100000000,100.1500000000,1,1,1,0,0.1111111111,nan,100.0100000000,-1
2728,253.4162000025,-37,100.0200000000,100.0400000000,0,0,272.900000,99.9400000000,100.0386666667,0.0200000000,14,1,0.866667,3951.1962000025,-3697.7800000000,244.9354748398,3.5145251601,-4.9662000000,24831,34106,3376,100.0200000000,100.0900000000,1,1,1,0,0.0714285714,nan,100.0400000000,1
2729,251.5486000025,-27,100.0200000000,100.0300000000,0,0,273.000000,99.9800000000,100.0250000000,0.0100000000,2,2,0.000000,2951.0086000025,-2699.4600000000,245.1001555581,1.4798444418,-4.9686000000,24843,34138,3378,100.0000000000,100.0500000000,1,1,0,0,nan,nan,100.0200000000,-1
2730,252.8506000025,-23,100.0000000000,100.0400000000,0,0,273.100000,99.9200000000,100.0272000000,0.0400000000,17,8,0.360000,2551.0106000025,-2298.1600000000,245.2519974555,2.6280025444,-4.9706000000,24853,34146,3380,nan,nan,0,0,0,0,nan,nan,100.0100000000,-1
2731,250.1814000025,-21,100.0000000000,100.0100000000,0,0,273.200000,100.0400000000,100.0088235294,0.0100000000,15,2,0.764706,2351.0214000025,-2100.8400000000,245.3536776243,-0.1436776243,-4.9714000000,24857,34172,3380,99.9300000000,100.0100000000,1,1,0,1,nan,0.5000000000,100.0000000000,-1
2732,251.0322000025,-19,100.0000000000,100.0100000000,0,0,273.300000,100.0000000000,100.0090625000,0.0100000000,29,3,0.812500,2151.0322000025,-1900.0000000000,245.4519943390,0.6080056610,-4.9722000000,24861,34200,3382,100.0000000000,100.0800000000,1,1,1,0,0.0344827586,nan,100.0000000000,-1
2733,252.3242000025,-13,100.0100000000,100.0200000000,0,0,273.400000,99.9000000000,100.0132258065,0.0100000000,10,21,-0.354839,1551.0242000025,-1298.7000000000,245.6531870793,1.6968129206,-4.9742000000,24871,34230,3384,100.0100000000,100.0700000000,1,1,1,0,0.1000000000,nan,100.0100000000,-1
